Post_URL,Comments,Retweets,Likes,Views,Bookmarks,Account Followers,Flagged,Video,Username,Display Name,Account Name,Tweet Text,Replies,Timestamp,Has Video,Has Image,Has Media,Followers,Account Created,Is Retweet,Language,Scraped At,Status
https://x.com/jacksonhinklle/status/1714660808821538841,,17313,71162,4300000,678,,,,jacksonhinklle,Jackson Hinkle ,Jackson Hinkle ," Turkish President Erdogan has THREATENED to intervene in the Israeli war on Gaza:

“I call on all humanity to take action to stop this unprecedented brutality in the Gaza Strip. If not, we will do it.”",4432,2023-10-18T15:12:48.000Z,0,False,False,3600000,July 2019,False,,2025-11-19T13:00:34.842940,success
https://x.com/jacksonhinklle/status/1722632953745002776,,20347,38871,1700000,1072,,,,jacksonhinklle,Jackson Hinkle ,Jackson Hinkle ," ISRAEL ADMITS they fired on their OWN CIVILIANS with APACHE ATTACK HELICOPTERS!

“There was huge difficulty in distinguishing terrorists & civilians. The rate of fire was tremendous & only later did the pilots begin carefully selecting targets.”",1793,2023-11-09T15:11:15.000Z,1,False,True,3600000,July 2019,False,,2025-11-19T13:00:52.565774,success
https://x.com/ShadowofEzra/status/1722849062557294954,,520,788,69200,61,,,,ShadowofEzra,Shadow of Ezra,Shadow of Ezra,Israel has admitted apache helicopters fired on their own civilians running from the Supernova music festival.,61,2023-11-10T05:30:00.000Z,1,False,True,829200,December 2022,False,,2025-11-19T13:01:06.761396,success
https://x.com/Partisangirl/status/1722527493780021654,,91881,121556,30500000,24178,,,,Partisangirl,Syrian Girl,Syrian Girl,"BREAKING:  Israel admits apache helicopters fired on their own civilians running from the Supernova music festival. 

“The pilots realised that there was tremendous difficulty in distinguishing within the occupied outposts and settlements who was a terrorist and who was a soldier or civilian… The rate of fire against the thousands of terrorists was tremendous at first, and only at a certain point did the pilots begin to slow down the attacks and carefully select the targets.”
middleeastmonitor.com/20231030-repor
…
archive.is/IIOLg",5830,2023-11-09T08:12:12.000Z,1,False,True,526900,June 2011,False,,2025-11-19T13:01:21.322662,success
https://x.com/swilkinsonbc/status/1722581845638885624,,2265,2852,166100,160,,,,swilkinsonbc,Sarah Wilkinson,Sarah Wilkinson,"The Hannibal Directive? Israeli Apache helicopters bomb their own citizens during the rave festival on 7th October | via 
@rifain_nouvelle",173,2023-11-09T11:48:10.000Z,1,False,True,361900,November 2015,False,,2025-11-19T13:01:36.709045,success
https://x.com/dom_lucre/status/1716548851706823133,,1005,3154,799600,95,,,,dom_lucre,Dom Lucre | Breaker of Narratives,Dom Lucre | Breaker of Narratives,BREAKING NEWS: U.S. troops occupying Syria’s Al-Omar oil field were allegedly just attacked.,420,2023-10-23T20:15:12.000Z,0,False,False,1600000,March 2015,False,,2025-11-19T13:01:51.575815,success
https://x.com/dom_lucre/status/1711962441259594042,,5387,11631,2600000,1050,,,,dom_lucre,Dom Lucre | Breaker of Narratives,Dom Lucre | Breaker of Narratives,DEVELOPING: CNN got caught faking an attack from Hamas in Israel.,1380,2023-10-11T04:30:27.000Z,1,False,True,1600000,March 2015,False,,2025-11-19T13:02:06.527466,success
https://x.com/ShaykhSulaiman/status/1711958497141612801,,15115,31069,4300000,2276,,,,ShaykhSulaiman,Sulaiman Ahmed,Sulaiman Ahmed,CNN EXPOSED FOR FAKING AN ATTACK IN ISRAEL,1962,2023-10-11T04:14:47.000Z,1,False,True,757800,March 2013,False,,2025-11-19T13:02:20.962618,success
https://x.com/DrLoupis/status/1712906693384736777,,5263,11594,1100000,346,,,,DrLoupis,Dr. Anastasia Maria Loupis,Dr. Anastasia Maria Loupis,"CNN FAKING an Hamas attack 
x.com/hdwikat/status
…",1125,2023-10-13T19:02:34.000Z,0,False,False,1300000,October 2021,False,,2025-11-19T13:02:35.887420,success
https://x.com/dom_lucre/status/1713641810667442388,,1237,5616,438300,56,,,,dom_lucre,Dom Lucre | Breaker of Narratives,Dom Lucre | Breaker of Narratives,There is a massive rally in Poland in support of Israel.,628,2023-10-15T19:43:40.000Z,1,False,True,1600000,March 2015,False,,2025-11-19T13:02:52.437931,success
https://x.com/ShaykhSulaiman/status/1725446177813110837,,1298,2540,45100,71,,,,ShaykhSulaiman,Sulaiman Ahmed,Sulaiman Ahmed,CNN REPORTER V 16 YEAR OLD PALESTINIAN CHILD,87,2023-11-17T09:30:00.000Z,1,False,True,757800,March 2013,False,,2025-11-19T13:03:07.788338,success
https://x.com/ShaykhSulaiman/status/1714919311729414308,,923,2955,115500,36,,,,ShaykhSulaiman,Sulaiman Ahmed,Sulaiman Ahmed,"TURKISH PRESIDENT ERDOGAN HAS THREATENED TO INTERVENE TO STOP THE GENOCIDE OF PALESTINIAN

“I call on all humanity to take action to stop this unprecedented brutality in the Gaza Strip. If not, we will do it.”",375,2023-10-19T08:20:00.000Z,0,False,False,757800,March 2013,False,,2025-11-19T13:03:21.745198,success
https://x.com/DrLoupis/status/1714920741328580852,,26947,69941,9000000,1256,,,,DrLoupis,Dr. Anastasia Maria Loupis,Dr. Anastasia Maria Loupis,"TURKISH PRESIDENT ERDOGAN HAS THREATENED TO INTERVENE TO STOP THE GENOCIDE OF PALESTINIAN

“I call on all humanity to take action to stop this unprecedented brutality in the Gaza Strip. If not, we will do it.”

Here is a picture of Erdogan showing how Israel has grabbed the Palistinians’ land since 1948. All there is left is the open air prisons of Gaza and West Bank which is currently being bombed to shreds - ETHNIC CLEANSING of the Palestinian people. 

H/t 
@ShaykhSulaiman",4688,2023-10-19T08:25:41.000Z,0,False,False,1300000,October 2021,False,,2025-11-19T13:03:36.501155,success
https://x.com/YosephHaddad/status/1718859336716353701,,,,,,,,,YosephHaddad,יוסף חדאד - Yoseph Haddad,יוסף חדאד - Yoseph Haddad,,,,0,False,False,315300,September 2018,False,,2025-11-19T13:03:53.188774,success
https://x.com/YosephHaddad/status/1723794158379249787,,,,,,,,,YosephHaddad,יוסף חדאד - Yoseph Haddad,יוסף חדאד - Yoseph Haddad,,,,0,False,False,315300,September 2018,False,,2025-11-19T13:04:22.787467,success
https://x.com/ShadowofEzra/status/1711803620503539940,,1189,2809,156600,101,,,,ShadowofEzra,Shadow of Ezra,Shadow of Ezra,"John Kirby starts crying live on CNN.

Need more proof it was a false flag?",484,2023-10-10T17:59:21.000Z,1,False,True,829200,December 2022,False,,2025-11-19T13:04:52.543264,success
https://twitter.com/YosephHaddad/status/1712920308267491393,,,,,,,,,,,,,,,0,False,False,,,False,,2025-11-19T13:05:06.784023,success
https://twitter.com/YosephHaddad/status/1723794158379249787,,,,,,,,,,,,,,,0,False,False,,,False,,2025-11-19T13:05:30.864221,success
7 https://twitter.com/YosephHaddad/status/1718859336716353701,,,,,,,,,,,,,,,0,False,False,,,False,,2025-11-19T13:05:54.659626,"error: Message: invalid argument
  (Session info: chrome="
https://twitter.com/ShadowofEzra/status/1710678453920415891?s=20,,3851,7642,1100000,1053,,,,,,,"Here is your confirmation that the events taking place in Israel are a false flag.

How stupid can you be to believe that Hamas has the ability to invade Israel by land, air and sea?

What happened to the Iron Dome?

Israel is one of the most protected and well funded nations in the world. 

There is no chance that cavemen invaded them by land, air and sea.

They either let it happen or they made it happen.",793,2023-10-07T15:28:20.000Z,1,False,True,,,False,,2025-11-19T13:05:56.669709,success
https://x.com/HananyaNaftali/status/1724806006767812772,,1657,7437,234600,50,,,,HananyaNaftali,Hananya Naftali,Hananya Naftali,Israeli army destroyed the Hamas parliament in Gaza.,1030,2023-11-15T15:06:12.000Z,1,False,True,519500,June 2012,False,,2025-11-19T13:06:07.001235,success
https://x.com/ofirgendelman/status/1724798142728831242,,,,,,,,,ofirgendelman,Ofir Gendelman,Ofir Gendelman,,,,0,False,False,105700,April 2011,False,,2025-11-19T13:06:22.527420,success
https://x.com/emilykschrader/status/1724790025496522910,,153,836,36400,9,,,,emilykschrader,Emily Schrader - אמילי שריידר امیلی شریدر,Emily Schrader - אמילי שריידר امیلی شریدر,"3, 2, 1… 
IDF  takes out the Gaza Parliament building",68,2023-11-15T14:02:41.000Z,1,False,True,194500,January 2012,False,,2025-11-19T13:06:53.307861,success
https://x.com/kann_news/status/1724786259464499253,,85,438,167600,10,,,,kann_news,כאן חדשות,כאן חדשות,"יומיים אחרי שחיילי גולני הצטלמו בו: צה""ל פוצץ את בניין הפרלמנט של חמאס בעזה | תיעוד
@roysharon11",50,2023-11-15T13:47:43.000Z,1,False,True,347300,April 2017,False,,2025-11-19T13:07:08.900623,success
https://x.com/L_ThinkTank/status/1724808309545562160,,345,1375,661100,53,,,,L_ThinkTank,Little Think Tank,Little Think Tank,"[  ISRAËL |  PALESTINE ]

L'armée israélienne a fait exploser le bâtiment du Parlement dans la ville de Gaza. Il y a quelques jours les soldats de Tsahal s'étaient pris en photo à l'intérieur du bâtiment.",159,2023-11-15T15:15:21.000Z,1,False,True,361500,February 2020,False,,2025-11-19T13:07:24.827164,success
https://x.com/HananyaNaftali/status/1717602451769967043,,4073,8893,1800000,226,,,,HananyaNaftali,Hananya Naftali,Hananya Naftali,"Palestinian blogger “miraculously” healed in one day from ""Israeli bombing"".

Yesterday, he was “hospitalized,” today, he is walking and walking like nothing happened.

I don't watch Netflix because Pallywood propaganda is the actual comedy.",3066,2023-10-26T18:01:50.000Z,1,False,True,519500,June 2012,False,,2025-11-19T13:07:40.655008,success
https://x.com/HananyaNaftali/status/1718526837171896527,,1114,4571,512000,89,,,,HananyaNaftali,Hananya Naftali,Hananya Naftali,Pro-Hamas Turkish protester holds the fireworks the wrong way...,1339,2023-10-29T07:15:01.000Z,1,False,True,519500,June 2012,False,,2025-11-19T13:07:55.649172,success
https://x.com/DrLoupis/status/1713948122466959844,,2203,3402,274700,108,,,,DrLoupis,Dr. Anastasia Maria Loupis,Dr. Anastasia Maria Loupis,"Israeli soldier Betzalel Taljah told 
@CNN
 that ""the war is not just with Hamas, the war [is] with all the civilians."" ",540,2023-10-16T16:00:50.000Z,1,False,True,1300000,October 2021,False,,2025-11-19T13:08:11.026278,success
https://x.com/Partisangirl/status/1719466582332887051,,733,3046,199700,64,,,,Partisangirl,Syrian Girl,Syrian Girl,"Yemen has just declared war on Israel.
Hezbollah next?",466,2023-10-31T21:29:14.000Z,1,False,True,526900,June 2011,False,,2025-11-19T13:08:23.967101,success
https://x.com/swilkinsonbc/status/1719419462808453199,,412,1261,106000,12,,,,swilkinsonbc,Sarah Wilkinson,Sarah Wilkinson,Yemen declares war on the israeli regime: finally! a nation with a backbone crashes onto the scene to avenge the #GazaGenocide,78,2023-10-31T18:21:59.000Z,1,False,True,361900,November 2015,False,,2025-11-19T13:08:39.298300,success
https://x.com/swilkinsonbc/status/1716731456158842908,,3174,7649,724500,175,,,,swilkinsonbc,Sarah Wilkinson,Sarah Wilkinson,Turkey moves a warship towards Gaza to defend Palestinian civilians against the ongoing israeli genocide #GazaGenocide #ArmiesToGaza,760,2023-10-24T08:20:49.000Z,1,False,True,361900,November 2015,False,,2025-11-19T13:08:55.176879,success
https://x.com/jacksonhinklle/status/1723775743216193943,,9366,30250,1200000,122,,,,jacksonhinklle,Jackson Hinkle ,Jackson Hinkle , You CANNOT BREAK the Palestinian spirit.,1307,2023-11-12T18:52:18.000Z,0,False,False,3600000,July 2019,False,,2025-11-19T13:09:11.306016,success
https://x.com/ahmedhijazee/status/1723777368748077172,,954,3121,97900,26,,,,ahmedhijazee,أحمد حجازي Ahmed Hijazi 𓂆,أحمد حجازي Ahmed Hijazi 𓂆, You can’t Break the Palestinian spirit.,76,2023-11-12T18:58:45.000Z,0,False,False,221600,July 2018,False,,2025-11-19T13:09:26.646872,success
https://x.com/haseebfud/status/1978107195725111410,,0,0,97,0,,,,haseebfud,haseeB,haseeB,JUST IN #Netanyahu and Shehbaz handshake signals Israel’s move to weaken the Iran-India-China-Russia alliance in the Middle East.,0,2025-10-14T14:34:41.000Z,0,False,False,1175,September 2023,False,,2025-11-19T13:09:40.888320,success
https://x.com/Palestinedaily1/status/1979279878143852697,,531,939,14400,68,,,,Palestinedaily1,Palestine Daily News ,Palestine Daily News ,"An Israeli prisoner in Gaza
Alexander Turbanov, gave a surprising statement from occupied Israel upon his return:

“Your kindness will forever be etched on my soul.
I spent 498 days among you.
Despite the oppression and aggression you endured,
I learned from you the true meaning of manhood, pure bravery, humanity, and respect for values.
Even in captivity, you were free,
while I, being free, was a prisoner.
You protected my life.
Like a father treats his sons with love,
you cared for my dignity, health, and honor.

Though I was in the hands of people fighting for their land and stolen freedom,
and while my government was committing the worst genocide against a besieged nation,
you neither starved me nor humiliated me.

I saw the real meaning of manhood in your eyes.
I understood the value of sacrifice by living among you.
I saw you smiling even in the face of death,
against an enemy armed with weapons of mass destruction,
while you had nothing but your own bodies.

Even if I tried, I couldn’t find the words
to truly express your worth and status,
or to reflect my astonishment and admiration for your noble character.

Does your faith really teach you to treat prisoners this way?
How great is that belief
that raises you to such a level
where all man-made laws of human rights fall apart,
and all protocols of war pale in comparison to your example.

Even in the harshest of times, your justice and mercy stood out —
not just as slogans,
but in your actual behavior.
You never compromised on your principles,
no matter how dark the circumstances were.

Believe me, if I ever return,
I will live among you as a dedicated student,
because I have learned the truth from your people.
I have realized that you are not just the owners of the land,
but the owners of principles and justice.”",42,2025-10-17T20:14:30.000Z,0,False,False,56400,March 2019,False,,2025-11-19T13:09:55.487499,success
